"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Nazo, Anne. 1808?]";"Juge";"contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |conseils de famille |Delzons |témoins |";"Extrait des enquêtes et contre enquêtes faites à Paris, Marseille, Aurillac et Mauriac, dans l'affaire de la veuve du général Destaing, contre les héritiers Destaing.";"Hacquart (Paris)";;"Circa 1808|Circa An 9-Circa 1808|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|21 p.";"BCU_Factums_M0608";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0410 |BCU_Factums_M0536
|BCU_Factums_M0535 |BCU_Factums_M0610
|BCU_Factums_M0605 |BCU_Factums_M0603
|BCU_Factums_M0604
||||||";"Aurillac (15014) |Marseille (13055) |Mauriac (15120) |Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0608.pdf"
"[Factum. Nazo, Anne. 1811]";"Delapchier |Tardif";"contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |conseils de famille |Delzons |";"Mémoire pour Anne Nazo, veuve de Jacques-Zacharie Destaing, général de division, en son nom, et comme tutrice de Maria Destaing, sa fille, intimée ; contre les sieurs et demoiselle Destaing, appelans.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"1811|Circa An 9-1811|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|54 p.";"BCU_Factums_M0609";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0410 |BCU_Factums_M0536
|BCU_Factums_M0535 |BCU_Factums_M0610
|BCU_Factums_M0605 |BCU_Factums_M0603
|BCU_Factums_M0604
||||||";"Aurillac (15014) |Mauriac (15120)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0609.pdf"
"[Factum. Destaing, frères. 1811]";"Rochon de Valette |Pagès |Garron";"contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |conseils de famille |Delzons |";"Mémoire en réponse, pour les frères Destaing, appelans ; contre Anne soi-disant Nazo, se disant veuve du général Destaing, et tutrice de Marie, sa fille, intimée. |Annotations manuscrites.";"de l'imprimerie de Thibaud, maison Landriot (Riom)";;"1811|Circa An 9-1811|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|55 p.";"BCU_Factums_M0610";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0410 |BCU_Factums_M0536
|BCU_Factums_M0535 |BCU_Factums_M0609
|BCU_Factums_M0605 |BCU_Factums_M0603
|BCU_Factums_M0604
||||||";"Aurillac (15014) |Mauriac (15120)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0610.pdf"
"[Factum. Durand de Valley. 1811?]";"Joubert |Roux-Laborie |Bonnet |Picard";"divorces |";"Mémoire pour M. Durand de Valley, intimé, sur l'appel de la sentence qui rejette la demande en séparation intentée au nom de la dame Durand de Valley, son épouse. |Cour impériale de Paris. Audience solennelle du lundi 8 juin |pages 41 à 48 manquantes.";"De l'imprimerie d'A. Egron (Paris)";;"Circa 1811|1806-Circa 1811|1804-1814 : 1er Empire |";"text|factum";"application/pdf|50 p.";"BCU_Factums_M0611";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113) |Nancy (54395) |Reims (51454)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0611.pdf"
"[Factum. Albiat, Julie d'. 1806]";"Julhe";"séparation de biens |séparation de corps |actes respectueux |";"Précis pour Mademoiselle d'Albiat.";"De l'imprimerie de Landriot (Riom)";;"1806|1803-1806|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0612";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0612.pdf"
"[Factum. Rollat, Eléonore. 1807]";"Delapchier |Barthélémy |Andraud| Chossier| Pagès-Meymac| Gerzat| Pagès| Malbet";"abus de confiance |prêts |empoisonnement |Murol (famille de) |homicides |";"Mémoire pour la dame Eléonore Rollat, épouse de François Philippe Courby, habitant à Aigueperse [suivi de ] Consultation.";"De l'imprimerie de Landriot (Riom)";;"1807|1807|1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0613";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0334||||||";"Aigueperse (63001) |Thiers (63430)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0613.pdf"
"[Factum. Chave, Jacques. An 13?]";"Girot |Delapchier |Marie";"reconnaissance de paternité |nullité |violences sur autrui |";"Mémoire pour Jacques Chave, appelant ; contre Jeanne Valla, et Elisabeth Ferrier, sa fille, majeure, intimées.";"De l'imprimerie de Landriot (Riom)";;"Circa An 13|1801-Circa An 13|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0614";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0307 |BCU_Factums_G1502||||||";"Chambon-sur-Lac (63077)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0614.pdf"
"[Factum. Couguet-Florat, Marguerite. An 14?]";"Delapchier |Croizier";"divorces |remariage hâtif |nullité du mariage |";"Mémoire pour Marguerite Couguet-Florat, veuve du sieur de Reyrolles, intimée ; contre Catherine Maigne, se disant aussi veuve dudit sieur de Reyrolles, appelante.";"De l'imprimerie de Landriot (Riom)";;"Circa An 14|1774-Circa An 14|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|32 p.";"BCU_Factums_M0615";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0524 |BCU_Factums_M0309
|BCU_Factums_M0708 |BCU_Factums_M0706
||||||";"Brioude (43040) |Le Puy-en-Velay (43157) |Limoges (87085)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0615.pdf"
"[Factum. Judde-Larivière. An 11?]";"Sirey |Méjan";"divorces simulés |communautés familiales |fraudes |";"Apperçu pour le Citoyen Judde-Larivière, défendeur ; contre la dame Brandy, demanderesse.";"s.n.";;"Circa An 11||1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf||8 p.";"BCU_Factums_M0616";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0232 |BCU_Factums_G1218||||||";"Rochechouard (87126)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0616.pdf"
"[Factum. Noyer du Sauvage, Jean-Charles. 1810?]";"Pagès |Devèze";"reconnaissance de paternité |émigrés |divorces |témoins |";"Mémoire pour M. Jean-Charles Noyer du Sauvage, propriétaire ; habitant de la ville du Monastier, département de la Haute-Loire ; contre Anne-Françoise, se disant Noyer du Sauvage, mineure, maître Garron, avoué en la Cour, son curateur ad hoc, appelans d'un jugement du tribunal civil du Puy, du 30 août 1810 ; Et le sieur Honoré Debrus, notaire impérial, habitant du lieu d'Allairat, commune de Sallette, défendeur en assistance de cause.";"J.-C. Salles (Riom)";;"Circa 1810|1782-Circa 1810|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|43 p.";"BCU_Factums_M0617";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G2215||||||";"Clermont-Ferrand (63113) |Tournai (Belgique) |Le Monastier-sur-Gazeille (43135) |Sallette (43231) |Salette-Falavaux (38469)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0617.pdf"
"[Factum. Prignot, François-Etienne-Ebbon. 1809?]";"Prignot |Cahier |Fournel |Clément";"brevets |typographie |imprimeurs |banqueroute |tribunal de commerce |créances |";"Mémoire pour les Sieurs François-Etienne-Ebbon Prignot, avocat. Jacques-Mathieu Mellier, et François Poulet, négociants. Au nom et comme Syndics définitifs des créanciers unis de Louis-Etienne Herban, imprimeur-méchanicien, breveté du Gouvernement. Et encore comme cessionnaires (au nom de la masse des créanciers réunis) des brevets d'invention et de perfectionnement de stéréotype accordés par le Gouvernement audit Herhan, les 3 nivôse an 6, et 27 brumaire an 9, et généralement de tous les droits rescindants et rescisoires dudit Herhan. Appelants du jugement par défaut du tribunal de commerce du département de la Seine, du 27 décembre 1808. Contre le sieur Jean-Baptiste Garnery, libraire, et consorts, intimé.";"s.n.";;"Circa 1809|An 6-Circa 1809|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|63 p.";"BCU_Factums_M0618";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0618.pdf"
"[Factum. Puray. 1813?]";"Bayle |Mandet |";"notaires |banquiers |";"Mémoire et consultation pour le sieur Puray, ex-notaire, appelant ; contre les sieurs Dubreuil, Brun, Versepuy, Guémy et autres, ses créanciers, intimés ; et contre les Syndicas à sa prétendue faillite, aussi intimés.";"J.-C. Salles (Riom)";;"Circa 1813|An 4-Circa 1813|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|60 p.";"BCU_Factums_M0619";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0620||||||";"Clermont-Ferrand (63113) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0619.pdf"
"[Factum. Puray. 1813]";"Desèze |Bonnet |Bellart";"notaires |banquiers |";"Consultation. |Annotations manuscrites.";"de l'imprimerie de Thibaud (Riom)";;"1813|An 4-1813|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0620";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0619||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0620.pdf"
"[Factum. Pagès-Meimac, Pierre. 1807]";"Pagès-Meimac";"émigrés |hypothèques |créanciers |successions |créances |";"Mémoire au Conseil de préfecture pour maître Pierre Pagès-Meimac, avocat en la cour d'appel de Riom ; contre sieur Etienne-André Sarret-Saint-Cernin, propriétaire, habitant de la ville de d'Aurillac. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1807|1777-1807|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0621";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0733||||||";"Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0621.pdf"
"[Factum. Bostmontbrun, Guillaume. 1784]";"Lambert du Fresne |de Brétignères |de Calonne | Mollien";"servitude de passage |coutume d'Auvergne |";"Précis sur partage, pour Guillaume Bostmontbrun, laboureur, habitant du village de Pigerol en Auvergne, appelant et demandeur ; contre Benoît Rouger et Pétronille Batisse, sa femme ; Guillaume Batisse et consors, couteliers et laboureurs au même lieu de Pigerol, intimés et défendeurs. |Annotations manuscrites.";"Chez P. G. Simon et N. Nyon (Paris)";;"1784|1776-1784|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0622";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0623||||||";"Glaine-Montaigut (63168)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0622.pdf"
"[Factum. Bostmontbrun, Guillaume. 1784]";"Guerrier de Romagnat |de Calonne |Mollien";"servitude de passage |coutume d'Auvergne |prescription acquisitive |";"Mémoire pour Guillaume Bost Montbrun, laboureur, habitant du village de Pigerol en Auvergne, appelant et demandeur ; contre Benoit Rouger, et Pétronille  Batisse, sa femme ; Guillaume Batisse et consorts, couteliers et laboureurs au même lieu de Pigerol, intimés et défendeurs. |Annotations manuscrites.";"Chez P. G. Simon et N. Nyon (Paris)";;"1784|1692-1784|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0623";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0622||||||";"Glaine-Montaigut (63168)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0623.pdf"
"[Factum. Molin, Catherine. An 13?]";"Delapchier |Daude";"tutelle |successions |testaments |jurisprudence |prétérition |prescription |coutume de Paris |";"Mémoire en réponse, pour Catherine Molin, et les sieur et dame Vendriez et Borne, intimés ; contre Jean et autre Jean Chouvenc, appelans. |Arbre généalogique";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa An 13|1735-Circa An 13|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|34 p.";"BCU_Factums_M0624";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0326 |BCU_Factums_M0729||||||";"Le Chambon-sur-Lignon (43051) |Tence (43244)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0624.pdf"
"[Factum. Daubin, Joseph. 1810?]";"Delapchier |Garron";"pagésie |cens |contentieux post-révolutionnaires |droits féodaux |ferme |";"Mémoire Pour Joseph Daubin, Pierre Mourguye et Gabrielle Bareyrie, femme Baptistal, cultivateurs, habitant au village de Moncel, commune de Sainte-Eulalie, appelans et défendeurs en péremption; Contre Le sieur André Cabane, se disant ancien fermier de la terre de Saint-Chamant, intimé et demandeur.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1810|1764-Circa 1810|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0625";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0420||||||";"Sainet-Eulalie (15186) |Montcel (63235)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0625.pdf"
"[Factum. Bellavoine, Claude. 1809]";"Robin |Cochu";"communaux |pacage |droit de blairie |terriers |contentieux post-révolutionnaires |";"Copie d'une première consultation pour le sieur Bellavoine, appelant ; contre le sieur Rochefort-d'Ailly, intimé.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1809|1779-1809|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|9 p.";"BCU_Factums_M0626";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0627 |BCU_Factums_M0628||||||";"Broût-Vernet (03043) |Moulins (03190)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0626.pdf"
"[Factum. Bellavoine, Claude. 1809]";"Cochu";"communaux |pacage |droit de blairie |terriers |contentieux post-révolutionnaires |";"Deuxième consultation pour le sieur Bellavoine, appelant ; contre le sieur Rochefort-d'Ailly, intimé. |Annotations manuscrites.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1809|1779-1809|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|31 p.";"BCU_Factums_M0627";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0626 |BCU_Factums_M0628||||||";"Broût-Vernet (03043) |Moulins (03190)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0627.pdf"
"[Arrêt de la Cour d'Appel de Riom. Bellavoine, Claude. 1809]";0;"communaux |pacage |droit de blairie |terriers |contentieux post-révolutionnaires |";"[Arrêt de la Cour d'Appel de Riom. Bellavoine, Claude. 1809]. |Annotations manuscrites.";"s.n.";;"1809|An 10-1809|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|Arrêt";"application/pdf|22 p.";"BCU_Factums_M0628";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0626 |BCU_Factums_M0627||||||";"Broût-Vernet (03043)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0628.pdf"
"[Factum. Delsol, Jean-François. 1809]";"Bellart |Bonnet |Delvincourt |Lacalprade |Barentin |Lesparat |Hureau l'aîné";"successions |avancement d'hoirie |contrats de mariage |substitution |droit de retour |nullité du testament |fideicommis  |jurisprudence |dot |stipulation |";"Consultation pour les sieurs Delsol, frères ; contre la dame veuve Vigier-d'Orcet, leur sœur consanguine [suivi de] Arrêt du Tribunal civil de première instance d'Aurillac [suivi de] Précis pour le sieur René-Louis Lhéritier et consors, intimés ; contre messire Joseph, marquis de Mesmes, appelant.";"de l'imprimerie de Mame frères (Paris)";;"1809|1760-1809|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|75 p.";"BCU_Factums_M0629";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0531||||||";"Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0629.pdf"
"[Factum. Gerle, Jean. 1808]";"Gerle";"successions |acquisitions |fils avantagé |minorité |";"Précis pour sieur Jean Gerle, avocat et juge de paix du canton de Sauxillanges, intimé ; contre François Gerle, prêtre, Pierre, Catherine et Marie Gerle, frères et sœurs, appelans. |Annotations manuscrites.";"De l'imprimerie de Thibaud-Landriot";;"1808|1759-1808|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0630";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0631||||||";"Sauxillanges (63415) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0630.pdf"
"[Factum. Gerle, Pierre. 1806]";"Auzat |Malbet |Triozon-Barbat
";"successions |acquisitions |fils avantagé |";"Analyse des mémoires et consultations rédigés pour Pierre Gerle, jeune, et ses sœurs, de Sauxillanges, demandeurs ; contre jean Gerle, aîné, leur frère, avocat, défendeur, sur les questions suivantes : 1ere. De quelle manière doit être fait , au partage , le rapport du pré appelé de la Perichonne ? Sera-t-il fait en nature, ou le Sieur Gerle, aîné , ne rapportera-t-il qu’une somme de 3284 # , fournie par son père en 1759 pour l ’acquisition de ce pré, faite pour lui en son nom , en qualité de père et légitime administrateur de son fils aîné , alors âgé de trois ans ? 2.° Comment se fera le remploi du domaine du Moulinet et de la Bâtisse ; appartenant dans le principe à Anne Filaire, mère commune, morte ab intestat, et qui a
été vendu par le Sieur Gerle, père ? 3. A qui doit appartenir la réserve de la pension viagère de 150# , que le Sieur Gerle, père, s’ est faite dans le contrat de mariage de son fils a in e, héritier institue, dont il n’a point disposé ?";"De l'imprimerie de J. Veysset (Clermont-Ferrand)";;"1806|1759-1808|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28  p.";"BCU_Factums_M0631";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0630||||||";"Moulinet et de la Bâtisse (domaine du) |Vernet-la-Varenne (63448)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0631.pdf"
"[Factum. Chazerat. 1810?]";"Merlin";"successions |testaments |legs universels |ordre de successions |coutume d'Auvergne |code napoléonien |conflit de lois |paterna paternis |materna maternis |jurisprudence |cassation |";"Conclusions de M. Merlin, Procureur général impérial près la Cour de cassation, dans l'affaire des légataires universels de madame de Chazerat, contre le sieur Mazuel, demandeur en cassation.";"de l'imprimerie de Landriot (Clermont-Ferrand)";;"Circa 1810|An 9-Circa 1810|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|40 p.";"BCU_Factums_M0632";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0512 |BCU_Factums_M0513
|BCU_Factums_M0514 |BCU_Factums_M0515
|BCU_Factums_M0516 |BCU_Factums_M0518
|BCU_Factums_M0520
||||||";"Clermont-Ferrand (63113) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0632.pdf"
"[Factum. Dame**. An 9]";0;"séparation de biens |mariage |";"Principes de la matière des séparations de biens, Extraits du mémoire manuscrit de P. Andraud, ancien jurisconsulte ; pour la Dame **";"De l'imprimerie de Landriot (Riom)";;"An 9|An 9|1799-1804 : Consulat |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0633";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0150||||||";"Pont-du-Château (63284)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0633.pdf"
"[Factum. Droit de percière. 1808]";"Andraud";"percière |franc-alleu |champart |coutume d'Auvergne |droits féodaux |doctrine |";"Dissertation sur la nature des percière dans la ci-devant province et coutume d'Auvergne";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808||avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|12 p.";"BCU_Factums_M0634";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Randan (63295)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0634.pdf"
"[Factum. Rouher, Pierre. 1810]";"Rouher |Vazeille";"créances |hypothèques |créanciers hypothécaires |";"Précis pour le sieur Pierre Rouher, avoué licencié, appelant ; contre les héritiers bénéficiaires de Priest Chaput, intimés. Questions. L’ordre, pour la distribution du prix d’une vente judiciaire, doit-il avoir lieu entre tous les créanciers ayant des privilèges, ou des hypothèques inscrites ou légales existantes sur les biens vendus, ou seulement entre les créanciers personnels de l ’exproprié ? Ou celui qui ouvre un ordre n'est-il tenu que d’appeler les créanciers de l’exproprié, quoiqu’il connaisse les autres ; et l’adjudicataire ne peut-il, ni exiger leur appel, ni le faire ?";"de l'imprimerie de Thibaud (Riom)";;"1810|1809-1810|1804-1814 : 1er Empire |";"text|factum";"application/pdf|10 p.";"BCU_Factums_M0635";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Comps (03092)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0635.pdf"
"[Factum. Beauclair, Nicolas. An 13?]";"Devèze";"partage des eaux |experts-géomètres |servitude |droit coutumier |experts |jouissance des eaux |";"Mémoire pour Nicolas Beauclair, cordonnier, habitant du lieu de Teil, commune de Saint-Cernin, arrondissement d'Aurillac, appelant ; contre Pierre-Paul Vanel et Dame Marguerite Calonne, son épouse, habitans du lieu de Rageaud, même commune de Saint-Cernin, intimés. |Annotations manuscrites.";"De l'imprimerie de M. Dégoutte (Riom)";;"Circa An 13|Circa An 6-Circa An 13|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|18 p.";"BCU_Factums_M0701";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint Cernin (15175) |Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0701.pdf"
"[Factum. Baratier, Gilbert-Louis. An 8?]";"Cathol |Boirot
|Mandet
";"successions |donations |jurisprudence |";"Mémoire pour Gilbert-Louis Baratier, juge suppléant du tribunal d'arrondissement de Gannat, intimé et appelant ; contre Joseph Bost, habitant de la commune de Montignet, et Gilberte Bost sa sœur, habitante de la ville de Gannat, appelans et intimés ; et encore contre Elizabeth Tailhardat, et Jean-Baptiste-Etienne Creuzet son mari, habitans de la ville de Moulins ; Antoine Tailhardat, prêtre, habitant de la commune de Saint-Aubin ; Gilbert Camus de Fontenay, Charles Parrion, jean-Baptiste Laplanche, et la citoyenne Camus sa femme, tous habitans de la commune de Bellenaves, intimés";"s.n.";;"Circa An 8|1767-Circa An 8|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|41 p.";"BCU_Factums_M0702";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Monteignet sur-l'Andelot (03182) |Gannat (03118)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0702.pdf"
