"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Dussarai de Vignolles. 1773]";"Mallet |Ameil |Julhiard";"dîme verte |abbayes |mauvaise coutume |droits féodaux |maraîchers |dîmes |fiscalité |";"Titre complet : Précis pour le sieur Dussarai de Vignolles et conforts, Appellants, Défendeurs. Contre les Dames Abbesse, prieuré et religieuses de l'Abbaye de Saint-Sauveur de Cusset, Intimées, Demanderesses.||Table Godemel : [pas d'indexation par Godemel]|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1773|1763-1773|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|9 p.";"BCU_Factums_G0111";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0224||||||";"Cusset (03095) |Vichy (03310)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0111.pdf"
"[Factum. Duvergier, Pierre. 1774]";"Demallet de Saint Genest |Gomot";"successions |inventaires |coutume d'Auvergne |usufruit |coutume du Bourbonnais |conflit de coutumes |testaments |";"Titre complet : Mémoire pour Pierre Duvergier, Chevalier de l'Ordre Royal et militaire de Saint-Louis, ancien Capitaine d'Infanterie au régiment de Piémont, habitant de la ville de Ris, Intimé. Contre Messire Gilbert Étienne De Blancherière, Avocat au Parlement, habitant de la même ville de Ris, Appellant.||Table Godemel : Testament : 1.- fait en 1753, attaqué de nullité parce que le notaire recevant était décrété d’ajournement personnel ; à défaut de mention d’interpellation au testateur de signer ; et pour n’avoir pas été reçu et dicté en présence des témoins. Dérogation : on peut déroger à la coutume par des conventions particulières, surtout dans les contrats de mariage qui sont les lois des familles. la convention devient alors la loi des époux. Contrat de mariage : 1. on peut déroger à la coutume par des conventions particulières, surtout dans les contrats de mariage qui sont les lois de famille. la convention devient alors la loi des époux.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1734-1774|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|32 p.";"BCU_Factums_G0112";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0113||||||";"Ris (63301) |Châteldon (63102) |Puy-Guillaume (63291)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0112.pdf"
"[Factum. Blanchirière, Gilbert Estienne de. 1774]";"Demallet de Saint Genest |Busche";"renoncement à la coutume d'Auvergne |partage |successions |inventaires |coutume d'Auvergne |usufruit |coutume du Bourbonnais |conflit de coutumes |testaments |contrats de mariage |péage |";"Titre complet : Mémoire de Messire Gilbert Estienne De Blanchirière, Avocat en la Cour, Appellant. Contre Messire Pierre Duvergier, Chevalier de l'Ordre Royal et Militaire de Saint-Louis, Intimé.||Table Godemel : Testament : 1.- fait en 1753, attaqué de nullité parce que le notaire recevant était décrété d’ajournement personnel ; à défaut de mention d’interpellation au testateur de signer ; et pour n’avoir pas été reçu et dicté en présence des témoins. Dérogation : on peut déroger à la coutume par des conventions particulières, surtout dans les contrats de mariage qui sont les lois des familles. la convention devient alors la loi des époux. Contrat de mariage : 1. on peut déroger à la coutume par des conventions particulières, surtout dans les contrats de mariage qui sont les lois de famille. la convention devient alors la loi des époux.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1734-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|55 p.";"BCU_Factums_G0113";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0112||||||";"Ris (63301) |Châteldon (63102) |Puy-Guillaume (63291)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0113.pdf"
"[Factum. Taravant, Marie. 1773]";"Prohet |Rouget";"contrats de mariage |coutume d'Auvergne |conflit de coutumes |testaments |domiciliation liée à une coutume avantageuse |douaire |gain de survie |fraudes |doctrine |mobilier |droit coutumier |";"Titre complet : Mémoire signifié pour Dame Marie Taravant, veuve de sieur Jean Duval de Guimont Procureur du Roi en Election de Riom, sieurs Antoine et Louis Taravant Marchands habitants de la ville de Pontgibaud, Demoiselle Marie Taravan et Sieur Antoine Mallet Bourgeois habitant de la ville de Clermont son mari, Demoiselle Françoise Taravan, et Sieur Antoine Celme, son mari Bourgeois du lieu de Pontgibaud, Gaspard et Marie Papon femme du Sieur Charles Aufaure Notaire Royal, et Demoiselle Françoise Papon, demandeurs. Contre Dame Paule-Françoise Vallon, veuve de Monsieur Uriom de la Guesle, Conseiller en la Sénéchauffée d'Auvergne et Siège Présidial de Riom, Défenderesse.||Table Godemel : Contrat de mariage : 2. contrat de mariage passé entre deux conjoints domiciliés sur le territoire de la coutume d’Auvergne, stipulant que les époux habiteront avec le père du futur, en Auvergne ; réglant le gain de survie, les bagues et joyaux, les habits de noce de la future, le douaire, le deuil, l’habitation, il se termine par cette dernière clause : pour les autres choses non comprises aux présentes, les parties se régiront par la coutume su pays d’Auvergne.
les époux ayant postérieurement établi leur domicile à Clermont, pays de droit écrit, la femme a-t-elle pu par testament, instituer valablement son mari héritier de ses meubles et effets ?
ses héritiers collatéraux ont-ils pu exciper des dispositions de l’article 16, titre 12 de la coutume d’Auvergne, Chabrol, to. 1, p. 327, en se fondant sur la dernière clause du contrat de mariage, comme relative à l’état et à la faculté des dispositions respectives des conjoints ?|";"De l'imprimerie de M. Dégoutte (Riom)";;"1773|1725-1773|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|28 p.";"BCU_Factums_G0114";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Pontgibaud (63285) |Plauzat (63282)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0114.pdf"
"[Factum. Vichard, Jean. 1774]";"De Pons |Ballet |Mioche";"créances |procédure de ventes en criée |saisie |signatures |lésion |huissiers |faux |procédure abusive |";"Titre complet : Mémoire signifié pour Jean Vichard, Laboureur, et sous son autorité Gabrielle Talon, sa femme, habitants de la Paroisse de Lusigny, Appellants. Contre Laurent Ribier, Cabaretier, Habitant de la Paroisse de Saint-Bonnet, Intimé.||Table Godemel : Décharge : 1. le créancier qui a reçu le montant de sa créance, et ce, dans le procès-verbal d’offre, déchargé son débiteur d’une saisie réelle, poursuivie contre lui, en désavouant l’officier public qui l’a commencée, libère-t-il ce débiteur irrévocablement ? peut-il se pourvoir contre sa décharge, par lettres de rescision, si elle a été obtenue par dol et surprise ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|45 p.";"BCU_Factums_G0115";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0116||||||";"Lusigny (03156)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0115.pdf"
"[Factum. Estopy Desvignet, Pierre. 1774]";"De Pons |Récolène |D'ulgaud";"créances |procédures |ventes en criée |ventes |saisie |signatures |lésion |huissiers |faux |affichage |contre-lettre |";"Titre complet : Mémoire pour Monsieur Pierre Estopy Desvignet, Procureur en la Sénéchaussée de Bourbonnais, Siège Présidial et autres juridictions de Moulins, Intervenant et Demandeur. Contre Jean Vichard, le jeune, et Gabrielle Talon, sa femme, Défendeurs. En présence de Laurent Ribier.||Table Godemel : Décharge : 1. le créancier qui a reçu le montant de sa créance, et ce, dans le procès-verbal d’offre, déchargé son débiteur d’une saisie réelle, poursuivie contre lui, en désavouant l’officier public qui l’a commencée, libère-t-il ce débiteur irrévocablement ? peut-il se pourvoir contre sa décharge, par lettres de rescision, si elle a été obtenue par dol et surprise ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|40 p.";"BCU_Factums_G0116";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0115||||||";"Lusigny (03156)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0116.pdf"
"[Factum. Imprescriptibilité des cens et bourdelages dépendant des fiefs. 1774]";"Rousset |Viau |Bordereul |Cabaille de Vasselange |Allasoeur |Gourjon |Meure |Vyau de Baudreuille |Perrot |Dollet de Chassenet |Dubled Duboulois |Moquot d'Agnon |Rousset |Jourdier";"bordelage |cens |imprescriptibilité |coutume du  Nivernais |vassalité |fiscalité |";"Titre complet : Consultation et acte de notoriété concernant l'imprescriptibilité des cens et bourdelages dépendants de Fiefs ou autres Justices.||Table Godemel : Cens, censive : 2. si la mouvance est éteinte par la prescription, il ne peut y avoir de droit censuel.
en nivernais le chef cens et les bordelages sont-ils prescriptibles par trente ans ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774||avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|9 p.";"BCU_Factums_G0117";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0117.pdf"
"[Factum. Bonnefoy, Susanne. 1773]";"Caillot de Bégon |Imbert";"garde-marteau |successions |degré de parenté d'alliance des juges |droit de chauffage |justice des eaux et forêts |climat |juges |";"Titre complet : Précis servant de réponse à celui de M. Le Duc de Bouillon, Pour Dame Susanne Bonnefoy ; Épouse de Monsieur Imbert, Procureur en la Cour, Appellante. Contre Monsieur le Duc de Bouillon, Intimé. Et Pierre Baget, aussi Intimé.||Table Godemel : Récolement  - après exploitation de coupe de bois.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1773|Circa 1770-1773|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|8 p.";"BCU_Factums_G0118";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Vic-le-Comte (63457)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0118.pdf"
"[Table des matières Godemel volume 1]";0;0;"|||";0;;"||";"text|table des matières";"application/pdf|5 p.";"BCU_Factums_G0119";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";0;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0119.pdf"
"[Factum. Villain, Germain. 1772]";"Bernard |Guyot de Sainte Hélène |Lecoq";"ordonnance de 1667 |coupe de bois |eaux et forêts |bois |";"Titre complet : Addition au Mémoire des sieurs Villain et Guérin. Contre le sieur Gascoing de Villecourt.|||";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1772|Circa 1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|9 p.";"BCU_Factums_G0201";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0202 |BCU_Factums_G0204
|BCU_Factums_G0203
||||||";"Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0201.pdf"
"[Factum. Villain, Germain. 1774]";"Bernard |Sautereau de Bellevaud |Lecoq";"coupe de bois |eaux et forêts |jurisprudence |ordonnance de 1667 |ventes |libelle |bois |";"Titre complet : Mémoire pour les sieurs Germain Villain et Antoine Guérin, Négociants, associés, demeurants ensemble en la ville de la Charité-sur-Loire, demandeurs et défendeurs. Contre le sieur Gilbert Gascoing de Villecourt, Trésorier de France en la Généralité de Moulins, demandeur et défendeur. Et le sieur Henry-Pierre Bolle, Avocat en Parlement, Conseiller du Roi, Maître Particulier de la Maîtrise Royale des Eaux et Forêts du Nivernois, se disant Gendre, en cette qualité, par son contrat de mariage, cessionnaire du dit sieur Gascoing de Villecourt, et en outre son Fondé de Procuration ad hoc : aussi défendeur et demandeur.|||";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|Circa 1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|38 p.";"BCU_Factums_G0202";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0201 |BCU_Factums_G0204
|BCU_Factums_G0203
||||||";"Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0202.pdf"
"[Factum. Villain, Germain. 1774]";"Villain |Bernard |Lecoq";"coupe de bois |eaux et forêts |jurisprudence |résiliations de marchés |ports |fret |stockage de marchandises |lettres de change |fraudes |marchandises |";"Titre complet : Mémoire pour les sieurs Germain Villain et Antoine Guérin, Marchands associés, demeurants en la ville de la Charité-sur-Loire, Intimés et Demandeurs en interprétation d'Arrêts. Contre les sieurs Jean-Baptiste Leguay, habitant de la ville de Pouilli, et Jean-Baptiste Chocuard, habitant de la ville de Cosne, tous deux Marchands de bois, associés, Appellants et Défendeurs.|||";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|Circa 1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|23 p.";"BCU_Factums_G0203";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0204 |BCU_Factums_G0201
|BCU_Factums_G0202
||||||";"Cosne-Cours-sur-Loire (58086) |Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0203.pdf"
"[Factum. Leguay, Jean-Baptiste. 1774]";"Bernard |Tronet |Calvinhac";"coupe de bois |eaux et forêts |jurisprudence |résiliations de marchés |ports |fret |stockage de marchandises |lettres de change |fraudes |marchandises |";"Titre complet : Précis sur appointement à mettre pour les sieurs Leguay et Chocuard, Appellants, Demandeurs et Défendeurs. Contre les sieurs Villain et Guérin, Intimés, Défendeurs et Demandeurs.|||";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|Circa 1769-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|15 p.";"BCU_Factums_G0204";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0203 |BCU_Factums_G0201
|BCU_Factums_G0202
||||||";"Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0204.pdf"
"[Factum. Prieur et religieux de l'Abbaye Saint-André-les-Clermont. 1772]";"Reboul |Prévost de Ravel |Perrin";"dîmes |ordre des Prémontrés |collecte de l'impôt |fiscalité |";"Titre complet : Mémoire pour les Prieur et Religieux de l'Abbaye de Saint André-lès-Clermont, Ordre de Prémontré. Contre le Frère Morin, Religieux de la même Maison.||Table Godemel : Dîme : 5. le domaine et les dîmes de Sayat appartiennent-ils aux prieurs conventuels de l’abbaye de Saint-André, qui invoquent, à titre de supérieure, une possession de 300 ans, ou, au contraire, y a-t-il, à Sayat, un titre de bénéfice, lorsque aucun abbé commendataire, avant le frère Morin, n’avait pensé à user de son droit de présentation ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1772|1525-1772|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|28 p.";"BCU_Factums_G0205";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Sayat (63417) |Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0205.pdf"
"[Factum. Rebière, Gilbert. 1774]";"De Mallet de Saint Genest |Darreau |Boyer";"donations |coutume d'Auvergne |fiançailles |puissance maritale |viabilité nouveau-né |donations par survenance d'enfants |conflit de lois |jurisprudence |";"Titre complet : Mémoire pour Gilbert Rebière, Cordonnier, Etiennette, Anne et Antoinette Rebière, ses Soeurs, Appellants de Sentence de la Duché de Montpenfier. Contre Me. François Dupui, Notaire et Procureur en la Ville de Chambon, Intimé.||Table Godemel : Survenance d’enfant : Les héritiers de la donataire, attaquant la donation entre vifs, faite par elle en 1744, peuvent-ils être admis à prouver par témoins qu’il y a eu survenance d’enfant, et qu’il était viable ? La naissance et la viabilité doivent-elles être établies par les registres publics ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1744-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|24 p.";"BCU_Factums_G0206";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Chambon-sur-Voueize (23045)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0206.pdf"
"[Factum. Maire et échevins de Saugues. 1774]";"Sobrier de Laubret |Dareau |Boyer";"banalité |four commun |droit écrit |droit de fournage |droit de mouture |servitude |droit et liberté de la ville |droit coutumier |moulins |messes |Mercoeur (Duc de) |transactions |Chapitres |Consulat |";"Titre complet : Mémoire pour les Maire, Echevins, représentants le Corps commun des habitants de la Ville de Saugues, Appellants de Sentence de la Sénéchaussée de Clermont-Ferrand du 13 Mai 1770. Contre les sieurs Chanoines du Chapitre de Saint Médard de la même Ville, Intimés.||Table Godemel : Bannalité : Le four dont la propriété n’était pas contestée aux chanoines du Chapitre de Sr Médard de la ville de Saugues, avait-il le caractère et les conséquences de la bannalité, à l’égard des habitants de la ville et des faubourgs ? le Chapitre a-t-il établi son droit de bannalité, par titre ou par possession, ou au contraire les habitans ont-ils prouvé leurs franchises ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1636-1774|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|45 p.";"BCU_Factums_G0207";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0208||||||";"Saugues (43234)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0207.pdf"
"[Factum. Chapitre de Saint Médard de Saugues. 1774]";"Sobrier de Laubret |Récolène |Gaultier";"banalité |four commun |droit écrit |droit de fournage |droit de mouture |servitude |droit et liberté de la ville |droit coutumier |moulins |four banal |boulangers |messes |transactions |Chapitres |Consuls |";"Titre complet : Précis signifié pour le Chapitre de Saint Médard de la Ville de Saugues, Intimé. Contre le Corps-commun et les habitants de la même ville, Appellants.||Table Godemel : Portion congrue : 1. y a-t-il lieu d’infirmer la sentence du baillage d’Arillac qui a maintenu le curé Belard, vicaire perpétuel, nonobstant son option pour la portion congrue de 500≠ fixée par l’édit du mois de mai 1768, en possession du pré Bizet que les chanoines prétendent n’être sujet ni à obit ni à fondation ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1636-1774|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|17 p.";"BCU_Factums_G0208";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G0207||||||";"Saugues (43234)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0208.pdf"
"[Factum. Prévôt et chanoine de Chapitre Collégial de Notre-Dame de Saint-Flour. 1774]";"Tissandier |Bohet |Deshoullières";"portion congrue |rentes ecclésiastiques |rentes |fondation obit |";"Titre complet : Mémoire pour les Prévôt et Chanoines du Chapitre Collégial de Notre-Dame de Saint-Flour, Appellants. Contre Mre. Antoine Bélard, Prétre et Curé, Vicaire Perpétuel de la Paroisse de Saint-Gerond, Intimé.||Table Godemel : Portion congrue : 1. y a-t-il lieu d’infirmer la sentence du baillage d’Arillac qui a maintenu le curé Belard, vicaire perpétuel, nonobstant son option pour la portion congrue de 500≠ fixée par l’édit du mois de mai 1768, en possession du pré Bizet que les chanoines prétendent n’être sujet ni à obit ni à fondation ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|Circa 1636-1774|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|23 p.";"BCU_Factums_G0209";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Saint-Flour (15187) |Saint-Géron (43191)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0209.pdf"
"[Factum. Bretoigne, Jean-Baptiste de. 1774]";"Caillot de Bégon |Dareau |Boyer";"Chapitre cathédral |ferme |arbitrages |papier de commerce |compétence de juridiction |tribunal de commerce |commerce |";"Titre complet : Mémoire pour Maître Jean-Baptiste de la Bretoigne, sieur Du Mazel, Avocat en Parlement, premier Echevin de la Ville de Saugues, Intimé. Contre sieurs Antoine et Benoît Froment, père et fils, Marchands de la Ville du Puy en Velay, Appellants de la Sentence du Bailliage de Saugues, en la Duché de Mercoeur. En présence de Messire Annet Prolhac, Curé de Saugues, de Messire Jean-François Molherat, Chanoine de la Collégiale de la même Ville, et des enfants héritiers d'Amable Couret, veuve Engelvin.||Table Godemel : Dépôt : 1. le porteur d’un billet de commerce, souscrit pour apurer la consommation d’un arbitrage, qui l’a reçu du dépositaire, contrairement aux conditions du dépôt, peut-il en exiger le paiement, si le souscripteur prouve que sa confiance a été trahie, et que le porteur n’est qu’un prête-nom ?|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1774|1756-1774|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|31 p.";"BCU_Factums_G0210";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Le Puy-en-Velay (43157)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0210.pdf"
"[Factum. Lagat, Priest. 1772]";"Lagat |Rongier";"régie des droits d'entrée |ferme |octrois |catastrophes naturelles |gel |vin |hausse du prix des viandes |viande |passavant |fraudes |fiscalité |contrebande |cas fortuit |jurisprudence |renonciation à succession |climat |";"Titre complet : Mémoire pour Priest Lagat et Antoine Rongier, Négociants, Fermiers des Octrois de la Ville de Clermont-Ferrand, Demandeurs. Contre les Sieurs Officiers municipaux de la même Ville, Défendeurs.||Table Godemel : Octroi : Les fermiers des octrois de la ville de Clermont-Ferrand , demandent la résiliation du bail des droits d’entrée pendant 9 années, en date du 29 xbre 1763, pour cause de pertes considérables résultant des gelées éprouvées par les vignes, de la cherté des bestiaux, de la stagnation des affaires et du commerce, et événements fortuits et non imprévus. cette demande portée au Conseil du Roi.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1772|1763-1772|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|17 p.";"BCU_Factums_G0211";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0211.pdf"
"[Factum. Chabrol. 1775]";"Bidon |Pagès, jeune";"hermes et vacants |percière |amendement de terres |droit de pâture |destruction de cultures nouvelles |communaux |réintégrande |jurisprudence |terriers |terres incultes |";"Titre complet : Mémoire signifié pour M. Chabrol, Demandeur. Contre la Dame Cheverlange, veuve de Mre. Marin Rochette, Ecuyer ; la Dame Rochette et les sieurs Aragonnés d'Orcet, Ecuyer, et les habitants du lieu de Malozat, Défendeurs||Table Godemel : Réintégrande : il ne faut pas une longue possession pour autoriser la réintégrande, de la part de celui qui est dépossédé par la force. il suffit de prouver qu’il était en possession lors de la spoliation. Elle peut être demandée contre celui qui avait la possession annale et contre le véritable propriétaire lui-même qui auraient employés la violence.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1775|1772-1775|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|16 p.";"BCU_Factums_G0212";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Malauzat (63203)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0212.pdf"
"[Factum. Dagonin, Jacques. 1773]";"Mallet |Tronet |Gaultier";"bail à ferme |forges |bail |";"Titre complet : Mémoire pour Sieur Jacques Dagonin, Marchand et Maître de Forges, Habitant de la Ville de Moulins, Appellants et Demandeur. Contre le Sieur Gilbert-Pierre Palierne, Ecuyer, Seigneur de Chassenai, autorisé par Me. Colon, Avocat, son Conseil, Intimé et Défendeur. Et contre Demoisselle Marie-Anne Gourly de Lamotte, Veuve de Pierre-Alexis Louvrier, Maître de Forges, Habitante du lieu de Brissau, Paroisse de Thorin en Nivernois, Intimée et Défenderesse.||Table Godemel : Concurrence : - de deux baux à ferme dont l’un est sous signature privée, et l’autre authentique et notarié.|";"De l'imprimerie de Pierre Viallanes (Clermont-Ferrand)";;"1773|1767-1773|1716-1774 : Règne de Louis XV |";"text|factum";"application/pdf|11 p.";"BCU_Factums_G0213";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Nièvre";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G0213.pdf"
